"tempt","tempt","impf"," We know how little there is to tempt any one to our humble abode."
"peddle","peddled","impf"," They peddled some drugs, ran some numbers, managed a whorehouse, all cash-rich ventures."
"improve","improved","pf"," "" She said the situation had improved."
"snow","snows","impf"," Every winter, it snows, and everybody is taken by surprise when it does, as though they did n't really believe it was going to happen again."
"try","trying","impf"," Gigantic multiplied by colossal multiplied by staggeringly huge is the sort of concept we ’ re trying to get across here."
"cross-question","cross-questioning","impf"," You 're supposed to be telling me something, not cross-questioning me."
"vanquish","vanquished","pf"," And then God 's majesty had vanquished the darkness."
"twist","twisting","impf"," He danced dizzily over the edge as the dreamland dropped sheer away beneath him, a stupefying precipice into nothing, him wildly twisting, clawing at nothing, flailing in horrifying space, spinning, falling."
"absolve","absolving","pf"," Juliet afterwards told a few people — such as Christa — that these seemed the most utterly absolving, the most tender words, that anybody had ever said to her."
"perplex","perplexed","pf"," The beys and ayans rose and took their leave silently, glad to be alive and as perplexed as though they had witnessed a conjurer s performance."
"emanate","emanated","impf"," there was another perfume, darker and muskier than hers, which I realised only later must have emanated from the sheet of mauve notepaper she held crumpled in her hand."
"procrastinate","procrastinated","impf"," She was so afraid that she would n't like sex with him that she had procrastinated."
"locate","located","pf"," No, life was very pleasant, and the greatest thing about it was that when the hot spring was found, complete with leafy glade en suite, and when in the fullness of time the cry came reverberating across the hills that the soap mine had been located and was producing five hundred cakes a day it would be more pleasant still."
"unite","uniting","impf"," Thus the bridge, uniting the two parts of the Sarajevo road, linked the town with its surrounding villages."
"censure","censured","impf"," You will be censured, slighted, and despised, by every one connected with him."
"chatter","chattered","impf"," He could n't imagine that his mistress would wish to wring the neck off him, nor could he believe any such thing of her son, the little boy who sat for hours beside his basket, and babbled and chattered."
"personate","personating","impf"," As he drew near, he slackened speed, took the middle of the street, leaned far over to starboard and rounded to ponderously and with laborious pomp and circumstance - for he was personating the Big Missouri, and considered himself to be drawing nine feet of water."
"accost","accosted","pf"," They had not long separated when Miss Bingley came towards her, and with an expression of civil disdain thus accosted her :"
"cause","cause","pf"," The environmentalist lobby do know what ’ s going to hit it, and they claim that the concert will cause earthquakes, tidal waves, hurricanes, irreparable damage to the atmosphere, and all the usual things that environmentalists usually go on about."
"muse","mused","impf"," "" You know, Jen, that 's actually not such a bad idea, "" she mused."
"combat","combat","impf"," “ Many of the Illuminati, ” Langdon continued, “ wanted to combat the church 's tyranny with acts of violence, but their most revered member persuaded them against it."
"despise","despised","impf"," “ And you said you didn ’ t want to be a star, ” he continued, wallowing in nostalgia, “ because you despised the star system."
"indulge","indulge","pf"," She could not yet recover from the surprise of what had happened; it was impossible to think of any thing else and totally indisposed for employment, she resolved soon after breakfast to indulge herself in air and exercise."
"wound","wounded","pf"," With renewed hatred, the Kapidji Bashi spoke of the wars he once fought against the Russians and of his feats somewhere near Ochakov, where he had been wounded."
"pursue","pursued","impf"," Zaphod span round to see the man who had pursued him standing there."
"design","designed","impf"," “ Perhaps whoever designed it had eyes that responded to different wavelengths, ” offered Trillian."
"convey","convey","pf"," It had quickly become apparent to him that the ship had been programmed to convey its payload safely, if uncomfortably, to its new home but to cripple itself beyond repair in the process."
"busy","busied","impf"," The question of his enlistment settled, they busied themselves with trimming of lines and sails to fit the changing conditions of the sea."
"land","landed","pf"," A large, scraggy black bird came flapping through the slowly settling clouds of dust and, stretching down its scrawny legs, landed on an inclined window ledge a couple of yards from Zaphod."
"redeem","redeemed","pf"," They are a small, separate humanity, choking under a double burden of Original Sin, needing to be saved and redeemed anew, but no one can see how or by whom."
"bust","busted","pf"," He could just as easily have busted his head or broken his neck."
"contaminate","contaminated","pf"," I ’ d wash my hands after every contact with something I thought unclean, running in even from sports and games outside to rinse off under the nearest tap what was no more than honest earth, as though terrified that somehow I might be contaminated by that mundanity."
"allude","allude","impf"," ' You allude, perhaps, to the entail of this estate. '"
"burn","burnt","impf"," As he stood and gazed bleakly at it, a sudden inhuman wail of terror emanated from it as of a man having his soul burnt from his body."
"wring","wrung","impf"," They slapped his face, wrung his ears. pulled his hair, made him stand on one leg, refused him leave to urinate, shone glaring lights in his face until his eyes ran with water; but the aim of this was simply to humiliate him and destroy his power of arguing and reasoning."
"accord","accorded","impf"," None the less, Lotte had imagined him at least as a leading lawyer in Vienna or Lwow, since being a Jew he could not become a senior civil servant which would best have accorded with her ambitions."
"forfeit","forfeit","pf"," He would forfeit his moral certainties; every word he spoke would become a symptom of disease; he would never again win an argument."
"cry","cried","impf"," “ And now, ” cried Max from the centre of the stage, “ the moment you ’ ve all been waiting for! ”"
"disintegrate","disintegrate","pf"," Under their blows the Austro-Hungarian monarchy, that prison of the peoples, would disintegrate as the Turkish Empire had disintegrated."
"rampage","rampaged","impf"," What amazing beasts they are, a direct link surely to a time long before our time, when behemoths even bigger than they roared and rampaged through forest and swamp."
"backfire","backfired","pf"," Everything had backfired."
"probe","probe","pf"," Chinita tightened her shot even more, using the telephoto to probe the wall of men, looking for an opening."
"doctor","doctoring","impf"," It was the barber of the regiment who dressed my wound, for there was no other doctor in all the fort, and, thank God, he did not attempt any doctoring."
"groan","groaned","impf"," The pilot groaned, his headache worsening."
"bury","buried","pf"," He did know that there were better reasons than these, but that they were buried in a dark, locked off section of his two brains."
"conduct","conducting","impf"," The event will be described differently according to whether you are talking about it from the standpoint of your own natural time, from a time in the further future, or a time in the further past and is further complicated by the possibility of conducting conversations while you are actually travelling from one time to another with the intention of becoming your own father or mother."
"obey","obey","pf"," But we do not have to obey all that we are commanded."
"plunder","plundered","pf"," There had been a spate of hysteria in Cairo about the curse of the mummy 's tomb, from whence this dagger and a number of other items in the dealer 's possession had been plundered."
"botch","botching","pf"," It 's the least I can do after botching up your whole morning. """
"foment","foments","impf"," Not that there is any question of revealing him in a better, purer, and as it were more liberated state; but because they go back towards that which foments his positivity."
"grapple","grappled","pf"," She grappled properly with Mighty Adolf, and before anyone knew how it had happened, she 'd laid him flat on the mat."
"respond","responding","pf"," You ca n't just walk off without responding to a remark like that."
"tidy","tidied","impf"," The travellers had to look after their own needs and cleaned up the han as much as they found necessary for their own convenience, but as each one went his way he left behind manure and disorder for others to clean up and put right, even as he himself had tidied up whatever he had found dirty and in disorder."
"sketch","sketch","pf"," Sylvia was n't insane; she could force herself to draw a circle or sketch a rose."
"ply","plies","impf"," Bodner plies her with tea :"
"sport","sport","impf"," Had his own happiness, however, been the only sacrifice, he might have been allowed to sport with it in what ever manner he thought best; but her sister 's was involved in it, as, she thought, he must be sensible himself."
"walk","walked","impf"," He walked slowly down the aisle as in a dream."
"glisten","glistened","impf"," That involved the one visible spray, a faintly pink mist that glistened liquidly in air, but dried and deepened richly on contact with the lips."
"attire","attired","pf"," She was very smartly attired, with a studied elegance which Pavel felt would be entirely out of place at a Komsomol gathering."
"tug","tugs","impf"," Some shards of rock follow, then she tugs and hauls, grunting, at a more reluctant piece."
"marry","marrying","impf"," ' Yes, I know women are all dead keen on marrying men they do n't much like."
"pity","pitied","impf"," Sitting before the ban which was falling into dissolution before his eyes, he replied to all those who tried to dissuade him or pitied him :"
"absorb","absorbed","pf"," On a rise, behind the crowd which was completely absorbed in the scene before it, he was able to watch unobserved and to see clearly victims, executioners and spectators."
"grieve","grieve","impf"," And although this thought should have been painful, the lawyer was calmed by the knowledge that no one would grieve."
"supply","supply","pf"," Surely, they would n't have forgotten to supply him with fingerprints."
"induct","induct","pf"," At the time of my First Communion, or, more to the point, the First Confession that preceded it, a priest came daily to the convent school to induct our class of fledgling penitents into the intricacies of Christian Doctrine."
"concern","concerning","impf"," By an extraordinary coincidence, the following day there were two reports in the paper, one concerning the most astonishing incidents with a flying saucer, and the other about a series of unseemly riots in pubs."
"circulate","circulated","impf"," Next day at dawn, Turks and Serbs went out to work and met one another with dull and expressionless faces, greeted one another and talked together with those hundred or so commonplace words of provincial courtesy which had from times past circulated in the town and passed from one to another like counterfeit coin which none the less makes communication both possible and easy."
"fracture","fracturing","pf"," Three hundred pounds had been paid to a stable girl in Newmarket in respect of fracturing her wrist in a fall from a two-year-old at morning exercise."
"resuscitate","resuscitated","pf"," Imagine the best-case scenario : that you both ‘ die ’ at more or less the same age, say in your fifties, and are resuscitated when there is a cure for your diseases."
"incubate","incubating","impf"," Funnily enough, he is the more prone to such lapses the farther he happens to be away from his wife, or from the nest while she is incubating."
"rectify","rectify","pf"," "" Well for God 's sake I hope you managed to rectify that a bit. """
"lessen","lessen","pf"," At the end, Ravel turned to the producer ( and our guessing what he is going to say cannot lessen its impact ) :"
"refrain","refrained","pf"," His work had been consuming huge amounts of electric power lately, but I refrained from questioning him. ”"
"merge","merged","pf"," When at last the two sounds merged into a single melancholy even note which wove an accompaniment for his song, the miserable singer changed as if by magic and all his troubled hesitation disappeared, his inner contradictions calmed and all his outer cares forgotten."
"let","let","pf"," Ford let it pass."
"state","stated","pf"," “ Ugh, ” he stated."
"press","pressed","pf"," They pressed themselves back against the cold wall and listened furiously."
"dock","docked","pf"," We talked to a kid who was on duty at the dock, and, to the best of his recollection, Randy docked on either March 24 or March 25, and was never seen again."
"welcome","welcome","pf"," “ And now, ” he said, strutting about the stage, “ at the risk of putting a damper on the wonderful sense of doom and futility here this evening, I would like to welcome a few parties. ”"
"snub","snubbed","impf"," His wife had been snubbed by Trudy shortly after she took delivery of the red Rolls."
"drift","drifted","impf"," It drifted down and away whipped by the wind until it was a speck which finally vanished, and for various complicated reasons revolutionized the life of a family on Hounslow, over whose washing line it was discovered draped in the morning."
"want","want","impf"," Most of all he didn ’ t want to be standing in an office block arguing with an elevator."
"pace","pace","impf"," ' She wo n't find it, ' he said irritably, beginning to pace up and down the room."
"exclaim","exclaimed","pf"," No, what are you talking about? "" exclaimed Fenchurch."
"forecast","forecast","impf"," The weak warm front which had been forecast for late evening looked as if it were arriving well before schedule."
"mute","mute","impf"," The protection of his parents, the protection provided by Walt as his older, six-foot-two-and-a-half-inch brother, his own innate confidence, his bright charm, his running prowess ( "" the fastest kid in the Oranges "" ), even his color, which made of him someone that people sometimes could n't quite figure out-all this combined to mute for Coleman the insults that Walter found intolerable."
"uncover","uncovered","pf"," In addition to these, the camerlegno had found the Illuminati Collection - all the secrets the church had uncovered after banishing the group from Rome ... their contemptible Path of Illumination ... the cunning deceit of the Vatican 's head artist, Bernini ..."
"deteriorate","deteriorated","pf"," “ Her blood gases suddenly deteriorated. ”"
"recognize","recognize","pf"," It was a stupid dog, could not even read an autocue, which way why some people had protested about its name, but it should at least have been able to recognize Arthur instead of standing there, hackles raised, as if Arthur was the most fearful apparition ever to intrude upon its feeble-witted life."
"pack","pack","pf"," So what everyone thought was, let ’ s pack the whole population into some giant spaceships and go and settle on another planet. ”"
"induce","induce","pf"," He was going, because there was nothing else he could do, because he had received orders and because he hoped that his presence would induce others also to do their duty."
"wane","wane","impf"," the resultant erythema, the name we medical men give to redness of the skin, tends to wax and wane but ultimately becomes permanent, and may, the candid Doctor warns, be accompanied by gross enlargement of the sebaceous glands ( see SKIN ), leading to the gross enlargement of the nose known as rhinophyma ( qv ) or grog blossoms."
"extricate","extricated","pf"," As the head of the column usually became wedged in the overcrowded streets, this meant that the bulk of the column had to halt there on the bridge or in the square beside the gallows until those in front had extricated themselves."
"baffle","baffled","pf"," "" I was a little baffled."
"offend","offended","impf"," It whooped, it rasped, it generally offended."
"enroll","enrolled","pf"," For one thing, eighteen people had enrolled in my class The History and Sociology of Prostitution, and, ready or not, it was going to happen."
"infringe","infringing","pf"," "" As far as that patent goes, I 'll tell you frankly, we considered just infringing."
"circle","circled","impf"," Holding his hands over his eyes, he circled the table like one trying to evade the smoke from a bonfire, then sat down heavily and saturated a plate of cornflakes with bluish milk."
"butt","butt","impf"," Do n't you butt in."
"resign","resign","pf"," Baley said coldly, "" I ca n't resign in the middle of an important case."
"safeguard","safeguarding","impf"," As had always been the case up to then, Daville watched what was going on around him with bitter disdain, attributing everything to the innate iniquity and barbaric way of life of these people, concerned only about safeguarding French interests."
"bathe","bathe","impf"," I bathe alone, complete my toilet and then dress before the roaring fire."
"cut","cut","pf"," Editing, selection, the need to balance that which is interesting with that which is relevant and cut out all the tedious happenstance."
"dethrone","dethroned","pf"," Tahir Bey would have succeeded his father had there not been the coup which dethroned Sultan Selim and drove the Grand Vizier Ibrahim Pasha first to Salonica and then to Travnik."
"reside","residing","impf"," Jehu then rode to Jezreel where the old queen-mother, Jezebel, was residing."
"document","documented","pf"," Although it has not been documented, recruitment of other bears by intentional marking to excess food supplies would also be of very low cost to individual bears."
"ward","ward","pf"," He let out a cry, raising his left arm to ward off the blow :"
"harass","harassing","impf"," The young Pasha lived an empty, extravagant life, harassing the peasant women, drinking with idlers and riding horses over the plain of Kupres."
"dread","dreaded","impf"," She could not help frequently glancing her eye at Mr Darcy, though every glance convinced her of what she dreaded; for though he was not always looking at her mother, she was convinced that his attention was invariably fixed by her."
"starve","starve","impf"," She told me about her family, which included industrialists as well as National Revival schoolmasters, a wanderer who settled on the western slopes of the Andes, and a romantic aunt who, when she failed to keep the lover she longed for, decided to starve herself to death."
"chase","chase","impf"," I was seething with shame and fury and when this ridiculous situation became unbearable, I hurled my crop among the children, who scattered for a moment, but gathered again immediately and began to chase us with an even louder din."
"promote","promote","impf"," My excellent father died about five years ago; and his attachment to Mr Wickham was to the last so steady, that in his will he particularly recommended it to me to promote his advancement in the best manner that his profession might allow, and if he took orders, desired that a valuable family living might be his as soon as it became vacant."
"found","founded","pf"," "" In other words - and this is the rock solid principle on which the whole of the Corporation 's Galaxy-wide success is founded - their fundamental design flaws are completely hidden by their superficial design flaws. """
"tear","tore","pf"," He tore off his jacket and threw it aside."
"excuse","excused","pf"," Ford excused himself to the waiter explaining that it was because he was extremely drunk."
"combust","combusting","impf"," The leeches nearest to them fell in its advance, combusting, bursting apart."
"attack","attack","pf"," If it ’ s poisonous and we don ’ t eat it they ’ ll just attack us some other way."
"divorce","divorced","pf"," "" Yeah, ' cause you divorced her. """
"attach","attached","pf"," If you took a couple of David Bowies and stuck one of the David Bowies on the top of the other David Bowie, then attached another David Bowie to the end of each of the arms of the upper of the first two David Bowies and wrapped the whole business up in a dirty beach robe you would then have something which did n't exactly look like John Watson, but which those who knew him would find hauntingly familiar."
"distribute","distribute","pf"," You said you were going to distribute copies to the Honours people, if you remember. '"
"shout","shouted","pf"," “ Beeblebrox, over here! ” he shouted."
"escape","escaped","impf"," If there was any reason for this then it escaped Ford Prefect for the moment."
"enlist","enlisted","pf"," But then here comes Private Bert Scoltock of the 17th Battalion, Lancashire Fusiliers, who enlisted on 20 November 1915, and two months later took that boat for France with the 104th Infantry Brigade, 35th Division."
"convict","convicted","pf"," You were convicted and fined. """
"validate","Validating","pf"," Validating his thought, she ran her hands down the front of her body and swayed to silent music."
"quiz","quiz","impf"," This time, however, we have a matter of doctrine on which to quiz P."
"think","thought","impf"," They screamed and bawled and hollered till Zaphod thought his ears would shatter."
"receive","received","pf"," The ship juddered, screamed, and lurched as each new bolt of stunning energy was delivered or received."
"dodge","dodged","pf"," However it began, it would go on in the same way : with one of those questions which could be neither answered nor dodged, with some horrifying confession, some statement about herself which, whether ' said for effect ' or not, got its effect just the same."
"clad","clad","pf"," All were partly clad, some in leather and some in muslin patterns for leather garments."
"participate","participate","pf"," Each one burned with the desire to contribute to the defence of his faith and good order and each wanted, with the greatest conviction and holy indignation, to participate, not only with their own eyes but with their hands, in the killing and torture of traitors and the wicked people who were to blame for all the great ills in the country and for all their personal misfortunes and the sufferings of each one of them."
"consolidate","consolidated","pf"," In time he became a young and brave officer at the Sultan 's court, then Great Admiral of the Fleet, then the Sultan 's son-in-law, a general and statesman of world renown, Mehmed Pasa Sokolli, who waged wars that were for the most part victorious on three continents and extended the frontiers of the Ottoman Empire, making it safe abroad and by good administration consolidated it from within."
"inhibit","inhibited","impf"," As he wrote, he would find himself inhibited by the thought that his report would be exposed to the critical examination of the young man, whose intellect seemed to have a hundred eyes."
"Run","Run","impf"," They took cash from Chip, gave him a ticket, and told him Run."
"intimate","intimates","pf"," She gives her husband an opportunity to overhear her ‘ lover ’ s ’ conversation with Tartuffe in which she intimates to Tartuffe that she reciprocates his feelings, and Tartuffe in a quite mercenary way requests proof."
"shove","shoved","pf"," "" Hold this, "" she said, shoved a stout rope in his hand and disappeared inside through the large white wooden doors from which dangled a fat padlock off a black iron bar."
"disclose","disclosed","impf"," Even this danger receded for a couple of minutes while Welch disclosed a few facts about the recent history of the effeminate writing Michel, a character always waiting in the wings of Dixon 's life but apparently destined never to enter its stage."
"entrust","entrusted","pf"," You have behaved like a weakling, like one to whom serious work cannot be entrusted."
"torture","tortured","impf"," In the stable and around it reigned a sort of solemn emotion and a special silence as there is in places where one extracts the truth, a living man is tortured or where fateful things occur."
"charm","charmed","pf"," From the moment the Lieutenant-Colonel arrrived in Travnik, she had been surprised and charmed by his genuine interest in everything to do with the house and housekeeping and his unusual familiarity with domestic affairs and requirements."
"realise","realise","pf"," The greatest minds never realise their ideals in any matter;"
"watch","watched","impf"," From a nearby hillside Ford Prefect and Arthur Dent watched the horror of which they could not feel a part."
"clap","clap","impf"," Hesitantly the audience began to clap and after a moment or so normal conversation resumed."
"quit","quit","pf"," I also expect that many others did not know when to quit, mismanaged their money, left themselves minimal options and no exit strategies."
"pluck","pluck","pf"," They all began to talk to him about Pasa, so lovely, so chaste, alone in the world, waiting for the hand that should pluck her, and that the hand for which she was waiting was Corkan 's and his alone."
"polish","polished","pf"," Police Commissioner Julius Enderby polished his glasses with exquisite care and placed them upon the bridge of his nose."
"chart","charted","pf"," Perhaps they had watched them being buried and charted them when the Germans had been there."
"evoke","evoked","impf"," The controversial, neomodern glass pyramid designed by Chinese-born American architect I. M. Pei still evoked scorn from traditionalists who felt it destroyed the dignity of the Renaissance courtyard."
"fashion","fashion","pf"," He found himself susceptible to the poignancy of the chair 's having been made-to the pathos of Gary 's impulse to fashion an object and seek his father 's approval-and more disturbingly to the impossibility of squaring this crude object with the precise mental picture of an electric chair that he had formed at the dinner table."
"dazzle","dazzling","impf"," The narrow band of white lace around her neck glowed against the black material of her riding habit as though it were made of light, dazzling his eyes which did not dare look straight at the woman 's face."
"attend","attended","impf"," Madame Bauer with her husband and a few other officers attended the funeral."
"smite","smite","pf"," Its destiny was determined by the war, which played with his loves like a cat plays with mice, luring them into the idyllic land of vineyards to smite them with its paw."
"shovel","shovelled","impf"," And so young Bill Norton had found himself bowling along, at an exhilarating hundred kilometres an hour, while he furiously shovelled precious coal into the firebox of a locomotive that looked two hundred years old, but was actually younger than he was."
"lie","lie","impf"," Behind it lie the night clubs."
"tilt","tilted","pf"," Gore-Urquhart had tilted his large dark head over towards Bertrand; his face, half averted, eyes on the ground, wore a small intent frown, as if he were hard of hearing and could n't bear to miss a word."
"secure","secured","pf"," Half-finished wiring hung from the ceiling, a jumble of abandoned components lay strewn on the floor, and the programming panel lolled out of the cavity in the wall into which it should have been secured."
"smell","smelt","impf"," Nevertheless, like every car park in the Galaxy throughout the entire history of car parks, this car park smelt predominantly of impatience."
"align","aligned","pf"," She aligned the disks such that her chosen letters lined up between the cryptex 's two brass alignment arrows on either end of the cylinder."
"re-evaluate","re-evaluate","pf"," a teacher or mentor whom one admires greatly in early adulthood will leave his mark, and indeed, long after one has come to re-evaluate, perhaps even reject, the bulk of that man 's teachings, certain traits will tend to survive, like some shadow of that influence, to remain with one throughout one 's life."
"initiate","initiated","pf"," Karl Popper rejects induction, however, as nothing can be initiated by this means; it is merely psychological and pragmatic in nature. In place of verifiability he posits his criterion of falsifiability ( i.e. the capability of proving the non-validity of a theory ( cf. 1.3 )."
"glare","glared","impf"," He glared at nothing and bit his lip."
"compile","compiled","pf"," It has been compiled and recompiled many times over many years and under many different editorships."
"incite","inciting","impf"," The Consuls struggled for influence with the Vizier and his chief assistants, and bribed the ayans in the border towns, inciting them to plunder and raid their opponent 's territory."
"school","school","impf"," ‘ We had the best of educations - in fact, we went to school every day - ’"
"continue","continued","impf"," “ But we have also, ” continued the Management Consultant, “ run into a small inflation problem on account of the high level of leaf availability, which means that, I gather, the current going rate has something like three deciduous forests buying one ship ’ s peanut. ”"
"fume","fumed","impf"," Nancy stood beside me inside the telephone box and Chanter fumed suspiciously outside."
"interpose","interpose","pf"," He must interpose another human being, the body of another human being, between himself and the rats."
"bias","biased","pf"," We suspected that we had not made this error, but our judgment conceivably might be biased by the biological advantages of complementary DNA molecules."
"connive","connive","impf"," Do our laws connive at them?"
"trundle","trundled","impf"," Down the deep carpet in the corridor of the Marcus Hotel, a room-service waiter trundled a cart."
"shoot","shot","impf"," "" But you shot at us!"
"vacate","vacate","pf"," In light of recent allegations, they 're demanding that you vacate within thirty days. """
"realize","realized","pf"," "" Ah yes, "" he said, "" that 's to do with the day I finally realized that the world had gone totally mad and built the Asylum to put it in, poor thing, and hoped it would get better. """
"radiate","radiated","impf"," This life radiated out of the Consulate, achieving what nothing else could have achieved, not force, nor bribes, nor persuasion : to an extent at least, it brought the inhabitants of the Consulate closer to the people of the town."
"brush","brushed","pf"," She 'd probably brushed her teeth and rolled the tube of toothpaste up from the bottom before replacing it in the cabinet above the sink that had not one single water spot."
"encroach","encroaches","impf"," Now that we are over six billion hungry and greedy individuals, all aspiring to a first-world lifestyle, our urban way of life encroaches upon the domain of the living Earth."
"perish","perished","pf"," The very worst poetry of all perished along with its creator Paula Nancy Millstone Jennings of Greenbridge, Essex, England in the destruction of the planet Earth."
"unlock","unlock","pf"," I suppose I could unlock the door, but his gun would fall if I opened it."
"last","lasts","impf"," The treatment lasts seconds, but the effect lasts the rest of your life! ”"
"stipulate","stipulated","pf"," She was fond of many people, men and women, but if because of some bizarre agreement it had been stipulated as a precondition of friendship that she would have to take care of their noses and wipe them regularly, she would have preferred to live without friends."
"adapt","adapting","impf"," Welch 's expression was slowly adapting itself to incredulous rage."
"prosecute","prosecuting","impf"," Every broken answer he had deepened his impression of the great disaster that had come on humanity, deepened his persuasion of the immediate necessity for prosecuting this flight."
"wash","washed","pf"," He washed his face and hands, cleaned his teeth, went to the lavatory, realized that he had once again got this all in the wrong order, had to wash his hands again and went to bed."
"doubt","doubt","impf"," “ I doubt it, ” said Marvin."
"weight","weighted","pf"," Okay, the premise is Buffalo Bill did Fredrica first, weighted her and hid her well, in a river far from home."
"merit","merited","pf"," For, though your accusations were ill-founded, formed on mistaken premises, my behaviour to you at the time had merited the severest reproof."
"develop","developed","impf"," When one of them grew threadbare or died, another replaced him, for besides the notorious and well known there developed fresh ones to shorten the hours and make gay the lives of new generations."
"dissemble","dissemble","impf"," His love for Tereza was beautiful, but it was also tiring : he had constantly had to hide things from her, sham, dissemble, make amends, buck her up, calm her down, give her evidence of his feelings, play the defendant to her jealousy, her suffering, and her dreams, feel guilty, make excuses and apologies."
"warn","warn","impf"," ' I warn you it would n't do you any good. '"
"unbend","unbent","pf"," Carefully, he unbent the paper clip and inserted one end into the hole."
"warm","warmed","impf"," and he warmed himself in that sun, which had set, as he had never been warmed by the real sun which rose and set daily over the town."
"measure","measured","pf"," For a quick encore they measured the level of hydrogen emissions in the surrounding cubic parsec of space and then shut down again in boredom."
"redound","redounding","pf"," She would have become another facet of his really fun life, her beauty reflecting on his irresistibility, her talents redounding to his restaurant 's glory."
"lash","lash","impf"," He 's full of the Old Scratch, but laws-a-me! he 's my own dead sister 's boy, poor thing, and I ai n't got the heart to lash him, somehow."
"congeal","congealed","pf"," Wick 's easy smile congealed."
"page","paging","impf"," "" WAS GEHT LOS, What ’ s going on? "", he asked, paging on and searching for the continuation of the naive little drawings, sketches, and outlines."
"assume","assume","impf"," "" They 've all got the vote, so they all pretty much assume that the government they 've voted in more or less approximates to the government they want. """
"swim","swimming","impf"," The otter was fine, he was just swimming along. """
"scotch","scotch","pf"," He thinks Janey is trying to scotch his chances to keep his bench. """
"predestine","predestined","pf"," And therefore was n't he predestined by his heritage to ..."
"chant","chant","impf"," No sound from the bazaars, no arguments among the merchants, no men climbing to the towers to chant."
"banish","banished","pf"," Pilate banished the thought and it passed as quickly as it had come."
"house","housed","pf"," Before, I had been housed, now I was in the open, in the clearing, with no shelter in sight."
"wave","waved","pf"," It waved a petulant tentacle at one of the grubby people who was angrily trying to engage its attention."
"squabble","squabbled","impf"," She did n't like it when her children squabbled."
"hitch","hitched","pf"," Their line gets hitched across your mast, and overturns you, or it catches somebody in the boat, and either throws them into the water, or cuts their face open."
"distend","distended","pf"," The inner labia also become distended to two or three times their normal diameter and they protrude through the protective curtain of the outer labia, adding as they do so an extra centimetre to the overall vaginal length."
"bellow","bellowed","pf"," "" Resistance is useless! "" bellowed the guard."
"ting","ting","impf"," I knew lawyers there who loved midnights and Sundays because the phones did n't ting."
"stare","stared","impf"," He stared at it for a moment."
"secrete","secreting","pf"," “ Were we to pay a visit to the finest opera singer, ” Carrefax announces, “ and, secreting ourselves among the curtains and décor of the opera house armed with a sword, rush out onto the stage right in the middle of her most enchanting aria to cut her head off in mid-song with one sharp, well-aimed blow — Splendid!"
"intermingle","intermingle","impf"," ( It grows only for the three days that the fresh and the salt water intermingle, its seeds are swifter than any other,"
"steady","steadied","pf"," He pulled on the rope, he steadied the ' cello."
"vote","voted","pf"," "" They 've all got the vote, so they all pretty much assume that the government they 've voted in more or less approximates to the government they want. """
"enclose","enclosed","pf"," It is built on the fragmented remains of an eventually ruined planet which is ( wioll haven be ) enclosed in a vast time bubble and projected forward in time to the precise moment of the End of the Universe."
"enhance","enhanced","pf"," But the only thing the candlelight really enhanced and made look good was Rennie."
"ravish","ravish","pf"," She knew, of course, that she was being supremely unfair, that Franz was the best man she had ever had - he was intelligent, he understood her paintings, he was handsome and good - but the more she thought about it, the more she longed to ravish his intelligence, defile his kindheartedness, and violate his powerless strength."
"pain","pained","impf"," All that pained him but at the same time did not stop him from sometimes thinking of himself so, and behaving as a man who has been cheated and robbed both in this town and over there somewhere in a distant and beautiful land, the homeland of his supposed father."
"harvest","harvested","pf"," "" What if I were to tell you that the cabbage seed that produced this leaf was planted in dry sand three weeks ago, deprived of all water or nutrients, and harvested this very morning? """
"juxtapose","juxtaposing","impf"," When the Logique de Port-Royal states that a sign can be inherent in what it designates or separate from it, it is demonstrating that the sign, in the Classical age, is charged no longer with the task of keeping the world close to itself and inherent in its own forms, but, on the contrary, with that of spreading it out, of juxtaposing it over an indefinitely open surface, and of taking up from that point the endless deployment of the substitutes in which we conceive of it."
"quieten","quieten","pf"," Then he tried to quieten Ernest Straw down himself and succeeded to the extent that the furious accountant stopped raving and advanced to the point where his nerves brought on fits of crying."
"thieve","thieving","impf"," He 's in one of them new houses that the Chief 's Men used to build while they still did any work other than burning and thieving : not above a mile from the end of Bywater."
"slither","slithered","pf"," It was n't clear who he was addressing, so we both slithered over to where he was lying, one of us on either side."
"cuddle","cuddled","pf"," She cuddled several cushions."
"wheeze","wheezed","impf"," Whenever he grew excited in conversation and raised his voice, and that was a frequent occurrence, he would suddenly choke, his neck tendons stand out, his face grow red and his eyes fill with tears, while his chest creaked, wheezed and echoed like a storm on the hills."
"loathe","loathed","impf"," He loathed the foreign Christian power and all that it would bring with it as much as the mufti or any of the insurgents."
"center","centered","pf"," The image was now centered upon the main door to Dr. Sarton 's dome."
"start","started","pf"," The tide of opinion started to turn against him."
"purchase","purchased","pf"," Pleasures which up till then had been stolen and concealed, could now be purchased and openly displayed, which increased their attraction and the number of those who sought them."
"reheat","reheat","pf"," I had to haul in new water and reheat it."
"exult","exulting","impf"," Tom talked incessantly, exulting and laughing, but his voice was as remote from Jordan and me as the foreign clamour on the sidewalk or the tumult of the elevated overhead."
"flaunt","flaunted","impf"," By day he felt like a man, and he showed this, you might even say flaunted it, by standing no-handedly on high narrow ledges, and working ten and twelve hours without a break, and cataloguing an eastern railroad 's effeminacies."
"manage","managed","pf"," Finally he managed to speak."
